source,line,part,chapter,scene,timestampStart,timestampEnd,speaker,text,contextBefore,contextAfter,matches
OSIRIS.md,165,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,,,,### **المشهد 2.2: تشغيل أوزيريس**,,,أوزيريس
OSIRIS.md,168,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,,,,الشخصيات: يحيى، ليلى، نظام أوزيريس  ,الموقع: المخبأ السري  ,الحالة النفسية/الجو العام: ترقب علمي، رهبة من المجهول.  ,أوزيريس
OSIRIS.md,173,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,,,,"أجاب يحيى وعيناه مثبتتان على الشاشة: ""أوزيريس. نظام استشعار كمي. هو لا يعيد بناء الماضي من كتب التاريخ. هو يقرأ موجات الكم التي تُركت في الكون. كل حدث، كل جريمة، كل كلمة قيلت، تترك اهتزازة في نسيج الواقع، مثل تموجات في بركة ماء. أوزيريس يقرأ هذه الموجات، يترجمها إلى بيانات، ثم ينقلها إلى حواسنا كمحاكاة.""  ","""ما هذا النظام بالضبط؟"" سألت ليلى وهي تراقب الشاشات تضيء واحدة تلو الأخرى.  ","""إذن، نحن سنشهد التاريخ كما حدث فعلاً؟""  ",أوزيريس|أوزيريس
OSIRIS.md,181,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,,,,الموقع: محاكاة أوزيريس (خارج الزمان والمكان)  ,,الشخصيات: يحيى، ليلى، الكيان (إبليس)  ,أوزيريس
OSIRIS.md,190,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,,,,"""نحن في نقطة الصفر،"" أجاب يحيى، وهو ينظر إلى قراءات أوزيريس التي ظهرت كأرقام عائمة في الهواء. ""قبل بدء الزمن البشري.""  ","""أين نحن؟"" همست ليلى، ودموع الرهبة تتجمع في عينيها.  ",فجأة، اهتز الفضاء. شعرا بأمر كوني، ليس صوتاً، بل إرادة مطلقة تملأ الوجود: السجود للكائن الجديد المصنوع من طين.  ,أوزيريس
OSIRIS.md,195,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,,,,ترجم أوزيريس هذا الرفض إلى نص ظهر أمام يحيى:  ,لم يكن وحشاً. كان وعياً قديماً، يرفض الانحناء.  ,"""أنا خير منه. خلقتني من نار وخلقته من طين.""  ",أوزيريس
OSIRIS.md,202,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,,,,الموقع: محاكاة أوزيريس  ,,الشخصيات: يحيى، ليلى  ,أوزيريس
OSIRIS.md,209,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,,,,بدأ أوزيريس في تفكيك الخوارزمية وعرضها على الشاشة:  ,"""انظري يا ليلى،"" أشار يحيى إلى الكود. ""إنه لا يخطط لتدمير البشرية بالقوة. إنه يصمم خوارزمية. خطة عمل من ستة محاور.""  ","1.الكبر: زرع فكرة ""أنا خير منه"" كقاعدة بيانات أساسية.  ",أوزيريس
OSIRIS.md,223,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,,,,"•النتيجة: عند إكمال الربط، تظهر رسالة من أوزيريس: ""التطابق: 100%. الفيروس يعمل بكفاءة تامة.""",•المهمة: يجب على القارئ ربط كل محور بالتطبيق الحديث (مثال: الكبر \-\> زر الإعجاب/الفلاتر، الفرقة \-\> خوارزميات التوصية التي تعزل المستخدمين، الكذب \-\> التزييف العميق/Deepfakes).  ,,أوزيريس
OSIRIS.md,231,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.1: نشوة النجاة وقلق الفراغ,,,,الموقع: صحراء سيناء (القرن الثالث عشر قبل الميلاد \- محاكاة أوزيريس)  ,,الشخصيات: يحيى، ليلى (كمراقبين)، السامري (رجل كاريزمي، ذكي، ليس شريراً تقليدياً)، حشود بني إسرائيل  ,أوزيريس
OSIRIS.md,241,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.1: نشوة النجاة وقلق الفراغ,,,,"""السامري،"" همس يحيى. أوزيريس عرض فوق رأس الرجل بيانات تحليلية: \[مستوى الكاريزما: 92%\]، \[القدرة على قراءة الجماهير: 98%\].  ",أشار يحيى إلى رجل يقف على صخرة مرتفعة، يراقب الحشود بعينين تحللان الموقف بدقة رياضية. لم يكن يبدو كساحر شرير، بل كمهندس يدرس مشكلة تحتاج إلى حل.  ,بدأ السامري يتحدث إلى الناس، ليس بصراخ، بل بصوت هادئ ومطمئن.  ,أوزيريس
OSIRIS.md,258,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.2: هندسة الحشود,,,,قرأ يحيى تحليل أوزيريس للمشهد:  ,"انفجرت الحشود في نشوة هستيرية. بدأوا يرقصون حول العجل. لم يعودوا أفراداً خائفين، بل أصبحوا ""قطيعاً"" موحداً حول رمز مادي.  ","""العملية: هندسة حشود ناجحة.  ",أوزيريس
OSIRIS.md,265,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 4: فراغ الصحراء,المشهد 4.2: هندسة الحشود,,,,•الوصف: تظهر وثيقة تفاعلية من أوزيريس تحلل خطوات السامري.  ,•نوع التفاعل: تحليل سيكولوجية الجماهير (Crowd Psychology Analysis)  ,"•المهمة: يجب على القارئ ترتيب خطوات ""السيطرة على الحشود"" بالتسلسل الصحيح:  ",أوزيريس
OSIRIS.md,281,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.1: رسالة من الماضي,,,,•الشاشة: عودة إلى واجهة أوزيريس في المخبأ. إضاءة خافتة.  ,\[UI/UX & Audio\]  ,•الصوت: صوت طارق من التسجيل، متعب لكنه واضح. موسيقى خلفية حزينة.  ,أوزيريس
OSIRIS.md,300,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,انتهى التسجيل. ساد صمت ثقيل في الغرفة، لم يقطعه سوى طنين خوادم أوزيريس.  ,\[النص السردي والحواري\]  ,لأول مرة منذ سنوات، منذ أن قرر أن الأرقام هي الحقيقة الوحيدة، انهار يحيى. غطى وجهه بيديه وبدأ يبكي. لم يكن بكاءً صاخباً، بل نشيجاً مكتوماً لرجل أدرك أن كل ما بناه في حياته المهنية كان جزءاً من آلة دمار.  ,أوزيريس
OSIRIS.md,304,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,"""يحيى، البكاء لن يعيد طارق. ولن يوقف المهندس الأول. أنت تملك أوزيريس الآن. تملك الشيفرة المصدرية.""  ",اقتربت ليلى ووضعت يدها على كتفه بحذر. لم تقدم له مواساة رخيصة.  ,"رفع يحيى رأسه، وعيناه حمراوان لكنهما تحملان تصميماً جديداً. ""سأدمرهم. سأستخدم أوزيريس لاختراق خوادمهم وفضح كل شيء.""  ",أوزيريس
OSIRIS.md,305,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,"رفع يحيى رأسه، وعيناه حمراوان لكنهما تحملان تصميماً جديداً. ""سأدمرهم. سأستخدم أوزيريس لاختراق خوادمهم وفضح كل شيء.""  ","""يحيى، البكاء لن يعيد طارق. ولن يوقف المهندس الأول. أنت تملك أوزيريس الآن. تملك الشيفرة المصدرية.""  ","هزت ليلى رأسها نفياً. ""الهجوم المباشر لن ينجح. أنت تتعامل مع كيان يمتلك بيانات العالم بأسره. يجب أن نفهم الخصم أولاً. يجب أن نرى كيف يخترقون المؤسسات الكبرى من الداخل. كيف يحولون الحق إلى باطل باسم المقدس.""  ",أوزيريس
OSIRIS.md,311,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,•الوصف: يحيى يجب أن يبرمج أوزيريس للوجهة التالية.  ,•نوع التفاعل: اختيار مسار التحليل (Path Selection)  ,•الخيارات:  ,أوزيريس
OSIRIS.md,313,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,"•البحث عن ""الفساد السياسي"": \-\> النتيجة: أوزيريس يرفض: ""الفساد السياسي هو عَرَض. ابحث عن الجذر.""  ",•الخيارات:  ,"•البحث عن ""الفساد المقدس (اختراق الدين)"": \-\> النتيجة: أوزيريس يقبل الإدخال. تومض الشاشة بتاريخ: 325 ميلادية. روما/نيقية.",أوزيريس
OSIRIS.md,314,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,"•البحث عن ""الفساد المقدس (اختراق الدين)"": \-\> النتيجة: أوزيريس يقبل الإدخال. تومض الشاشة بتاريخ: 325 ميلادية. روما/نيقية.","•البحث عن ""الفساد السياسي"": \-\> النتيجة: أوزيريس يرفض: ""الفساد السياسي هو عَرَض. ابحث عن الجذر.""  ",,أوزيريس
OSIRIS.md,322,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,الموقع: أروقة روما / الإسكندرية (قبل شهر من مجمع نيقية 325م \- محاكاة أوزيريس)  ,,الشخصيات: يحيى، ليلى (كمراقبين)، آريوس (قس مسن، نحيل، عنيد لكنه مخلص)، أثناسيوس (شاب، متحمس، يدافع عن الأرثوذكسية بشراسة)  ,أوزيريس
OSIRIS.md,327,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,•الصوت: همهمات نقاشات باللغة اليونانية القديمة (تُترجم تلقائياً عبر أوزيريس). موسيقى كلاسيكية هادئة تعكس عمق التفكير.  ,•الشاشة: ألوان دافئة، مكتبات قديمة، مخطوطات متناثرة. الإضاءة تركز على وجوه المتحدثين لإبراز إخلاصهم.  ,\[النص السردي والحواري\]  ,أوزيريس
OSIRIS.md,329,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,برمج يحيى أوزيريس للعودة إلى عام 325 ميلادية. لم تظهر المحاكاة شياطين بقرون، بل رجالاً بسطاء يرتدون أثواباً خشنة، يجلسون في غرف مضاءة بالشموع، يتجادلون بشغف.  ,\[النص السردي والحواري\]  ,"""كنت أظن أننا سنرى مؤامرة شريرة منذ البداية،"" قال يحيى وهو يراقب آريوس يكتب رسالة لاهوتية.  ",أوزيريس
OSIRIS.md,332,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,عرض أوزيريس مقتطفات من رسائل آريوس وأثناسيوس.  ,"أجابت ليلى، وعيناها تتابعان النقاشات: ""هذا هو الفخ يا يحيى. الخلافات في البداية كانت حقيقية. اللاهوت صعب. محاولة فهم طبيعة الخالق ليست أمراً سهلاً. انظر إليهم... إنهم لا يسعون للسلطة، إنهم يحاولون بصدق فهم الحقيقة.""  ","آريوس يجادل: ""إذا كان الابن مولوداً، فله بداية، وبالتالي كان هناك وقت لم يكن فيه موجوداً. الله وحده هو الأزلي.""  ",أوزيريس
OSIRIS.md,360,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ب: المجمع (الاختراق),المشهد 6ب.1: الإمبراطور والحكيم,,,,"•الوصف: يعرض أوزيريس نسختين من ""قانون الإيمان"".  ",•نوع التفاعل: مقارنة وثائق (Document Comparison)  ,"•المهمة: يجب على القارئ سحب وإفلات الكلمات التي أُضيفت بقرار سياسي (مثل: ""مساوٍ للآب في الجوهر"" \- Homoousios) والتي لم تكن موجودة في النصوص الأصلية، بل فُرضت بضغط من قسطنطين لتوحيد الصف.  ",أوزيريس
OSIRIS.md,377,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ج: الثمن (المقاومة الروحية),المشهد 6ج.1: ألم ليلى,,,,"نظرت ليلى إلى شاشات أوزيريس. ""لهذا السبب درست علم النفس الديني. كنت أريد أن أفهم: هل الخلل في الله؟ أم فينا؟ ما رأيناه في نيقية يؤكد لي ما توصلت إليه. الله لم يُهزم في نيقية يا يحيى. (المؤسسة) هي التي انتصرت مؤقتاً. الفيروس لا يهاجم الله، الفيروس يهاجم (تمثيلنا) لله على الأرض.""  ","""أمي كانت ضحية لـ (المؤسسة) أيضاً،"" قالت ليلى بصوت مخنوق. ""أبي كان رجلاً يرتدي عباءة الدين، يتحدث بالآيات والأحاديث، لكنه كان وحشاً في البيت. استخدم الدين ليبرر قسوته، ليجعل أمي تعتقد أن طاعتها لظلمه هي طاعة لله. لقد اغتصب روحها باسم المقدس.""  ",شعر يحيى باحترام عميق لهذه المرأة. إيمانها لم يكن ساذجاً أو موروثاً. كان إيماناً مختبراً بالنار.  ,أوزيريس
OSIRIS.md,394,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ج: الثمن (المقاومة الروحية),المشهد 6ج.2: رسالة طارق الثانية,,,,"برمج يحيى أوزيريس للوجهة التالية. ""إلى الأندلس... والقرن العشرين.""","""إلى الأيديولوجيا،"" قاطعته ليلى. ""عندما يتخلى الفيروس عن الحاجة إلى إله تماماً، ويصبح الإنسان هو الإله.""  ",,أوزيريس
OSIRIS.md,402,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,الموقع: غرناطة / قرطبة (القرن الحادي عشر إلى الخامس عشر \- محاكاة أوزيريس)  ,,الشخصيات: يحيى، ليلى، أمراء الطوائف، أبو عبد الله الصغير (آخر ملوك غرناطة)  ,أوزيريس
OSIRIS.md,409,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,نقل أوزيريس يحيى وليلى إلى ذروة الحضارة الأندلسية. شوارع قرطبة المضاءة، المكتبات الضخمة، والجامعات التي سبقت أوروبا بقرون.  ,\[النص السردي والحواري\]  ,"""انظر إلى هذا الجمال،"" قالت ليلى مبهورة. ""كيف يمكن لحضارة بهذا الرقي أن تسقط؟""  ",أوزيريس
OSIRIS.md,411,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,"أجاب يحيى وهو يقرأ بيانات أوزيريس: ""الخوارزمية لا تهتم بالجمال. الخوارزمية تبحث عن نقطة الضعف. وهنا، نقطة الضعف كانت (الأنا).""  ","""انظر إلى هذا الجمال،"" قالت ليلى مبهورة. ""كيف يمكن لحضارة بهذا الرقي أن تسقط؟""  ","تغير المشهد ليعرض قاعات العرش المتعددة لـ ""ملوك الطوائف"".  ",أوزيريس
OSIRIS.md,413,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,عرض أوزيريس سلسلة من المشاهد السريعة: أمير إشبيلية يتحالف مع ملك قشتالة ضد أمير بطليوس. أمير طليطلة يدفع الجزية للعدو ليحمي عرشه من أخيه.  ,"تغير المشهد ليعرض قاعات العرش المتعددة لـ ""ملوك الطوائف"".  ","""كل واحد منهم يقول: (أنا خير من أخي)،"" قال يحيى بمرارة. ""الكبر الشخصي أصبح أهم من بقاء الأمة. الفيروس هنا لم يحتج إلى تدميرهم من الخارج. لقد جعلهم يدمرون أنفسهم من الداخل.""",أوزيريس
OSIRIS.md,430,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.2: دموع لا تنفع,,,,•الوصف: يعرض أوزيريس خريطة تفاعلية للأندلس وقت ملوك الطوائف.  ,•نوع التفاعل: شجرة قرارات تاريخية (Historical Decision Tree)  ,"•المهمة: يُطلب من القارئ محاولة ""إنقاذ الأندلس"" من خلال اتخاذ قرارات سياسية (مثال: التحالف مع أمير مجاور، أو الاستعانة بملك قشتالة).  ",أوزيريس
OSIRIS.md,438,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,,,,الموقع: برلين (1933 \- محاكاة أوزيريس)  ,,الشخصيات: أدولف هتلر (أمام المرآة)  ,أوزيريس
OSIRIS.md,445,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,,,,تسارعت المحاكاة. قفز أوزيريس قروناً إلى الأمام.  ,\[النص السردي والحواري\]  ,"""الفيروس يتطور يا ليلى،"" قال يحيى. ""لقد تخلى عن الغطاء الديني تماماً. لم يعد يحتاج إلى إله ليبرر الكبر. أصبح الإنسان نفسه هو الإله.""  ",أوزيريس
OSIRIS.md,449,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,,,,"عرض أوزيريس مقتطفات من كتاب ""كفاحي"" (Mein Kampf) متقاطعة مع تقارير طبيبه الشخصي.  ","""هتلر،"" قالت ليلى باشمئزاز.  ","""إنه لا يمثل الشر العشوائي،"" حلل يحيى. ""إنه يمثل (الكبر المؤسسي). هو يعتقد بعمق أنه مختار، أنه فوق كل القواعد الأخلاقية، لأنه يصنع تاريخ (العرق الأسمى). الخوارزمية هنا وصلت إلى ذروتها: (نحن خير منهم، لذلك يجب إبادتهم).""",أوزيريس
OSIRIS.md,462,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ج: القرن العشرون — الذروة,المشهد 8ج.1: التوقيع على الموت,,,,"قرأ يحيى بيانات أوزيريس: ""أكثر من 40,000 توقيع شخصي موثق على قوائم إعدام. أعداؤه هم كل من يختلف معه.""  ",في النصف الأول، مكتب في الكرملين. جوزيف ستالين يجلس بهدوء، يدخن غليونه، ويوقع على قوائم طويلة من الأسماء.  ,"في النصف الثاني، حقول الموت في كمبوديا. بول بوت، خريج جامعات باريس، يطبق فلسفة ""التحرر الإنساني"" بقتل ربع سكان بلاده.  ",أوزيريس
OSIRIS.md,466,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ج: القرن العشرون — الذروة,المشهد 8ج.1: التوقيع على الموت,,,,"أجاب أوزيريس نصياً: ""النظارة تعني التعليم. التعليم يعني القدرة على التفكير المستقل. التفكير المستقل تهديد لـ (النقاء الثوري).""  ","""لماذا؟"" صرخت ليلى.  ","""ثلاثة رجال،"" قال يحيى، وهو يربط بين هتلر، ستالين، وبول بوت. ""ثلاث أيديولوجيات مختلفة تماماً: فاشية، شيوعية، وماوية. لكن جملة واحدة تجمعهم: (أنا وحدي أعرف الحقيقة). إنها نفس الجملة التي قيلت قبل بدء الزمن.""",أوزيريس
OSIRIS.md,481,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.1: اختراق المخبأ,,,,أضاءت شاشات أوزيريس باللون الأحمر: \[تحذير: اختراق أمني للموقع الفيزيائي\].  ,فجأة، انقطعت المحاكاة. اهتز المخبأ السري بعنف، وتناثر الغبار من السقف.  ,"""لقد وجدونا\!"" صرخت ليلى، وهي تسحب حقيبة ظهر وتضع فيها الأقراص الصلبة.  ",أوزيريس
OSIRIS.md,484,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.1: اختراق المخبأ,,,,"""يجب أن نخرج من مخرج الطوارئ،"" قال يحيى، وهو يفصل الخادم الرئيسي لأوزيريس ليأخذه معه.  ","سمع يحيى أصوات خطوات ثقيلة تقترب من الباب الحديدي. لم يكونوا شرطة. كانوا ""الأتباع"". أشخاص عاديون تم توجيههم عبر إشعارات مشفرة في هواتفهم للقيام بعملية تصفية، معتقدين أنهم ينقذون العالم من ""إرهابيين"".  ",انفجر الباب الحديدي. دخل ثلاثة رجال بوجوه خالية من التعابير، يحملون أسلحة نارية.  ,أوزيريس
OSIRIS.md,499,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.2: التحديث النهائي,,,,بينما كانت ليلى تضغط على جرح يحيى لوقف النزيف، فتح يحيى حاسوبه المحمول بيد واحدة، ووصله بخادم أوزيريس المحمول.  ,وصلا إلى سيارة إسعاف قديمة كانت ليلى قد جهزتها كخطة هروب.  ,"""ماذا تفعل؟ أنت تنزف\!"" قالت ليلى بحدة.  ",أوزيريس
OSIRIS.md,534,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل الانتقالي: الحلم قبل المعركة,المشهد الانتقالي: لقاء خارج الزمن,,,,"""نعم،"" قال بهدوء. ""شغلي أوزيريس يا ليلى. حان وقت المواجهة.""",نظر يحيى إلى سقف الغرفة، وعيناه تحملان صفاءً لم تعرفه من قبل.  ,,أوزيريس
OSIRIS.md,542,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,الموقع: صحراء كربلاء (680م \- محاكاة أوزيريس)  ,,الشخصيات: يحيى، ليلى، الحسين بن علي، جيش يزيد  ,أوزيريس
OSIRIS.md,549,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,"شغّل يحيى أوزيريس للمرة الأخيرة. لم تكن هذه المحاكاة للبحث عن الفيروس، بل للبحث عن ""مضاد الفيروسات"".  ",\[النص السردي والحواري\]  ,وجدا نفسيهما في صحراء كربلاء. الحرارة كانت خانقة حتى في المحاكاة.  ,أوزيريس
OSIRIS.md,553,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,"قرأ يحيى تحليلات أوزيريس: ""الاحتمالات العسكرية للنجاة: 0%. النتيجة الحتمية: الموت.""  ",نظر يحيى إلى الجهة المقابلة. الحسين بن علي يقف مع قلة قليلة من أصحابه وأهل بيته.  ,"""لماذا لم يستسلم؟"" سأل يحيى، وعقله التحليلي يحاول فهم الموقف. ""كان يمكنه حقن الدماء. كان يمكنه الانتظار لفرصة أفضل.""  ",أوزيريس
OSIRIS.md,560,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,"•الوصف: يحاول أوزيريس تحليل ""دوافع"" الحسين بناءً على خوارزمية المنطق المادي.  ",•نوع التفاعل: تحليل النظام (System Analysis)  ,•المهمة: يرى القارئ شاشة أوزيريس وهي تحاول حساب (Cost/Benefit Analysis) لقرار الحسين.  ,أوزيريس
OSIRIS.md,561,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,•المهمة: يرى القارئ شاشة أوزيريس وهي تحاول حساب (Cost/Benefit Analysis) لقرار الحسين.  ,"•الوصف: يحاول أوزيريس تحليل ""دوافع"" الحسين بناءً على خوارزمية المنطق المادي.  ","•النتيجة: الشاشة تمتلئ برسائل الخطأ (Error: Logic Not Found). النظام يعجز عن فهم التضحية. يظهر تعليق يحيى: ""الآلة لا تفهم الحب. الآلة لا تفهم الفداء.""",أوزيريس
OSIRIS.md,568,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 11: المواجهة الرقمية,المشهد 11.1: إغراء المهندس,,,,الموقع: الفضاء الرقمي لأوزيريس (الحاضر)  ,,الشخصيات: يحيى، المهندس الأول (تجسيد رقمي)  ,أوزيريس
OSIRIS.md,612,الجزء السادس: شهود الدفاع (الخاتمة),الفصل 12: حجر رشيد الرقمي,المشهد 12.1: تسريب الحقيقة,,,,"بمجرد أن ضغط يحيى على الزر، بدأ أوزيريس في تفريغ ""الشيفرة المصدرية"" للفيروس (حجر رشيد الرقمي) إلى كل خادم، كل هاتف، وكل شاشة في العالم.  ",\[النص السردي والحواري\]  ,لكن الثمن كان فورياً. صرخ يحيى من الألم. التيار العكسي من خوادم المهندس الأول ضرب جهازه العصبي عبر واجهة الاتصال.  ,أوزيريس