mentionId,source,line,part,chapter,scene,timestampStart,timestampEnd,speaker,text,matches,mentionKind,emotionalTone,narrativeFunction,characterReactions,contextBefore,contextAfter
OSR-069,OSIRIS.md,313,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,"•البحث عن ""الفساد السياسي"": \-\> النتيجة: أوزيريس يرفض: ""الفساد السياسي هو عَرَض. ابحث عن الجذر.""  ",أوزيريس,dialogue_or_quote,cryptic/authoritative,plot_progression/constraint,OSIRIS refuses surface-level “political corruption” and forces a deeper target selection.,•الخيارات:  ,"•البحث عن ""الفساد المقدس (اختراق الدين)"": \-\> النتيجة: أوزيريس يقبل الإدخال. تومض الشاشة بتاريخ: 325 ميلادية. روما/نيقية."
OSR-070,OSIRIS.md,314,الجزء الثاني: العجل الذهبي (صناعة الأيقونة),الفصل 5: العجل الرقمي,المشهد 5.2: دموع المحلل,,,,"•البحث عن ""الفساد المقدس (اختراق الدين)"": \-\> النتيجة: أوزيريس يقبل الإدخال. تومض الشاشة بتاريخ: 325 ميلادية. روما/نيقية.",أوزيريس,dialogue_or_quote,urgent/ominous,character_development/theme,Contextual reaction implied; see adjacent lines.,"•البحث عن ""الفساد السياسي"": \-\> النتيجة: أوزيريس يرفض: ""الفساد السياسي هو عَرَض. ابحث عن الجذر.""  ",
OSR-071,OSIRIS.md,322,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,الموقع: أروقة روما / الإسكندرية (قبل شهر من مجمع نيقية 325م \- محاكاة أوزيريس)  ,أوزيريس,location,neutral,world_building/staging,Environmental/UX framing; characters positioned as observers/actors.,,الشخصيات: يحيى، ليلى (كمراقبين)، آريوس (قس مسن، نحيل، عنيد لكنه مخلص)، أثناسيوس (شاب، متحمس، يدافع عن الأرثوذكسية بشراسة)  
OSR-072,OSIRIS.md,327,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,•الصوت: همهمات نقاشات باللغة اليونانية القديمة (تُترجم تلقائياً عبر أوزيريس). موسيقى كلاسيكية هادئة تعكس عمق التفكير.  ,أوزيريس,ui_ux,neutral,world_building/staging,Environmental/UX framing; characters positioned as observers/actors.,•الشاشة: ألوان دافئة، مكتبات قديمة، مخطوطات متناثرة. الإضاءة تركز على وجوه المتحدثين لإبراز إخلاصهم.  ,\[النص السردي والحواري\]  
OSR-073,OSIRIS.md,329,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,برمج يحيى أوزيريس للعودة إلى عام 325 ميلادية. لم تظهر المحاكاة شياطين بقرون، بل رجالاً بسطاء يرتدون أثواباً خشنة، يجلسون في غرف مضاءة بالشموع، يتجادلون بشغف.  ,أوزيريس,system_action,neutral,world_building/mechanics,Contextual reaction implied; see adjacent lines.,\[النص السردي والحواري\]  ,"""كنت أظن أننا سنرى مؤامرة شريرة منذ البداية،"" قال يحيى وهو يراقب آريوس يكتب رسالة لاهوتية.  "
OSR-074,OSIRIS.md,332,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6أ: قبل المجمع (الخلافات الحقيقية),المشهد 6أ.1: لاهوت معقد، لا نوايا سيئة,,,,عرض أوزيريس مقتطفات من رسائل آريوس وأثناسيوس.  ,أوزيريس,narration,neutral,world_building/theme,Yahya reacts as analyst under pressure (awe/bitterness/overload).,"أجابت ليلى، وعيناها تتابعان النقاشات: ""هذا هو الفخ يا يحيى. الخلافات في البداية كانت حقيقية. اللاهوت صعب. محاولة فهم طبيعة الخالق ليست أمراً سهلاً. انظر إليهم... إنهم لا يسعون للسلطة، إنهم يحاولون بصدق فهم الحقيقة.""  ","آريوس يجادل: ""إذا كان الابن مولوداً، فله بداية، وبالتالي كان هناك وقت لم يكن فيه موجوداً. الله وحده هو الأزلي.""  "
OSR-075,OSIRIS.md,360,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ب: المجمع (الاختراق),المشهد 6ب.1: الإمبراطور والحكيم,,,,"•الوصف: يعرض أوزيريس نسختين من ""قانون الإيمان"".  ",أوزيريس,dialogue_or_quote,neutral,character_development/theme,Contextual reaction implied; see adjacent lines.,•نوع التفاعل: مقارنة وثائق (Document Comparison)  ,"•المهمة: يجب على القارئ سحب وإفلات الكلمات التي أُضيفت بقرار سياسي (مثل: ""مساوٍ للآب في الجوهر"" \- Homoousios) والتي لم تكن موجودة في النصوص الأصلية، بل فُرضت بضغط من قسطنطين لتوحيد الصف.  "
OSR-076,OSIRIS.md,377,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ج: الثمن (المقاومة الروحية),المشهد 6ج.1: ألم ليلى,,,,"نظرت ليلى إلى شاشات أوزيريس. ""لهذا السبب درست علم النفس الديني. كنت أريد أن أفهم: هل الخلل في الله؟ أم فينا؟ ما رأيناه في نيقية يؤكد لي ما توصلت إليه. الله لم يُهزم في نيقية يا يحيى. (المؤسسة) هي التي انتصرت مؤقتاً. الفيروس لا يهاجم الله، الفيروس يهاجم (تمثيلنا) لله على الأرض.""  ",أوزيريس,dialogue_or_quote,neutral,character_development/theme,Contextual reaction implied; see adjacent lines.,"""أمي كانت ضحية لـ (المؤسسة) أيضاً،"" قالت ليلى بصوت مخنوق. ""أبي كان رجلاً يرتدي عباءة الدين، يتحدث بالآيات والأحاديث، لكنه كان وحشاً في البيت. استخدم الدين ليبرر قسوته، ليجعل أمي تعتقد أن طاعتها لظلمه هي طاعة لله. لقد اغتصب روحها باسم المقدس.""  ",شعر يحيى باحترام عميق لهذه المرأة. إيمانها لم يكن ساذجاً أو موروثاً. كان إيماناً مختبراً بالنار.  
OSR-077,OSIRIS.md,394,الجزء الثالث: مجمع نيقية (اختراق المؤسسة),الفصل 6ج: الثمن (المقاومة الروحية),المشهد 6ج.2: رسالة طارق الثانية,,,,"برمج يحيى أوزيريس للوجهة التالية. ""إلى الأندلس... والقرن العشرين.""",أوزيريس,system_action,neutral,world_building/mechanics,Contextual reaction implied; see adjacent lines.,"""إلى الأيديولوجيا،"" قاطعته ليلى. ""عندما يتخلى الفيروس عن الحاجة إلى إله تماماً، ويصبح الإنسان هو الإله.""  ",
OSR-078,OSIRIS.md,402,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,الموقع: غرناطة / قرطبة (القرن الحادي عشر إلى الخامس عشر \- محاكاة أوزيريس)  ,أوزيريس,location,neutral,world_building/staging,Environmental/UX framing; characters positioned as observers/actors.,,الشخصيات: يحيى، ليلى، أمراء الطوائف، أبو عبد الله الصغير (آخر ملوك غرناطة)  
OSR-079,OSIRIS.md,409,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,نقل أوزيريس يحيى وليلى إلى ذروة الحضارة الأندلسية. شوارع قرطبة المضاءة، المكتبات الضخمة، والجامعات التي سبقت أوروبا بقرون.  ,أوزيريس,narration,neutral,world_building/theme,"Strong Laila reaction present (fear/awe/disgust), with Yahya analyzing.",\[النص السردي والحواري\]  ,"""انظر إلى هذا الجمال،"" قالت ليلى مبهورة. ""كيف يمكن لحضارة بهذا الرقي أن تسقط؟""  "
OSR-080,OSIRIS.md,411,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,"أجاب يحيى وهو يقرأ بيانات أوزيريس: ""الخوارزمية لا تهتم بالجمال. الخوارزمية تبحث عن نقطة الضعف. وهنا، نقطة الضعف كانت (الأنا).""  ",أوزيريس,dialogue_or_quote,analytical/clinical,character_development/theme,"Strong Laila reaction present (fear/awe/disgust), with Yahya analyzing.","""انظر إلى هذا الجمال،"" قالت ليلى مبهورة. ""كيف يمكن لحضارة بهذا الرقي أن تسقط؟""  ","تغير المشهد ليعرض قاعات العرش المتعددة لـ ""ملوك الطوائف"".  "
OSR-081,OSIRIS.md,413,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.1: خيانة الإخوة,,,,عرض أوزيريس سلسلة من المشاهد السريعة: أمير إشبيلية يتحالف مع ملك قشتالة ضد أمير بطليوس. أمير طليطلة يدفع الجزية للعدو ليحمي عرشه من أخيه.  ,أوزيريس,narration,neutral,world_building/theme,Yahya reacts as analyst under pressure (awe/bitterness/overload).,"تغير المشهد ليعرض قاعات العرش المتعددة لـ ""ملوك الطوائف"".  ","""كل واحد منهم يقول: (أنا خير من أخي)،"" قال يحيى بمرارة. ""الكبر الشخصي أصبح أهم من بقاء الأمة. الفيروس هنا لم يحتج إلى تدميرهم من الخارج. لقد جعلهم يدمرون أنفسهم من الداخل."""
OSR-082,OSIRIS.md,430,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8: الأندلس الضائعة,المشهد 8.2: دموع لا تنفع,,,,•الوصف: يعرض أوزيريس خريطة تفاعلية للأندلس وقت ملوك الطوائف.  ,أوزيريس,narration,neutral,world_building/theme,Contextual reaction implied; see adjacent lines.,•نوع التفاعل: شجرة قرارات تاريخية (Historical Decision Tree)  ,"•المهمة: يُطلب من القارئ محاولة ""إنقاذ الأندلس"" من خلال اتخاذ قرارات سياسية (مثال: التحالف مع أمير مجاور، أو الاستعانة بملك قشتالة).  "
OSR-083,OSIRIS.md,438,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,,,,الموقع: برلين (1933 \- محاكاة أوزيريس)  ,أوزيريس,location,neutral,world_building/staging,Environmental/UX framing; characters positioned as observers/actors.,,الشخصيات: أدولف هتلر (أمام المرآة)  
OSR-084,OSIRIS.md,445,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,,,,تسارعت المحاكاة. قفز أوزيريس قروناً إلى الأمام.  ,أوزيريس,narration,neutral,world_building/theme,Contextual reaction implied; see adjacent lines.,\[النص السردي والحواري\]  ,"""الفيروس يتطور يا ليلى،"" قال يحيى. ""لقد تخلى عن الغطاء الديني تماماً. لم يعد يحتاج إلى إله ليبرر الكبر. أصبح الإنسان نفسه هو الإله.""  "
OSR-085,OSIRIS.md,449,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ب: القرن العشرون — المقدمة,المشهد 8ب.1: وهم العرق الأسمى,,,,"عرض أوزيريس مقتطفات من كتاب ""كفاحي"" (Mein Kampf) متقاطعة مع تقارير طبيبه الشخصي.  ",أوزيريس,dialogue_or_quote,neutral,character_development/theme,"Strong Laila reaction present (fear/awe/disgust), with Yahya analyzing.","""هتلر،"" قالت ليلى باشمئزاز.  ","""إنه لا يمثل الشر العشوائي،"" حلل يحيى. ""إنه يمثل (الكبر المؤسسي). هو يعتقد بعمق أنه مختار، أنه فوق كل القواعد الأخلاقية، لأنه يصنع تاريخ (العرق الأسمى). الخوارزمية هنا وصلت إلى ذروتها: (نحن خير منهم، لذلك يجب إبادتهم)."""
OSR-086,OSIRIS.md,462,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ج: القرن العشرون — الذروة,المشهد 8ج.1: التوقيع على الموت,,,,"قرأ يحيى بيانات أوزيريس: ""أكثر من 40,000 توقيع شخصي موثق على قوائم إعدام. أعداؤه هم كل من يختلف معه.""  ",أوزيريس,dialogue_or_quote,analytical/clinical,character_development/theme,Contextual reaction implied; see adjacent lines.,في النصف الأول، مكتب في الكرملين. جوزيف ستالين يجلس بهدوء، يدخن غليونه، ويوقع على قوائم طويلة من الأسماء.  ,"في النصف الثاني، حقول الموت في كمبوديا. بول بوت، خريج جامعات باريس، يطبق فلسفة ""التحرر الإنساني"" بقتل ربع سكان بلاده.  "
OSR-087,OSIRIS.md,466,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8ج: القرن العشرون — الذروة,المشهد 8ج.1: التوقيع على الموت,,,,"أجاب أوزيريس نصياً: ""النظارة تعني التعليم. التعليم يعني القدرة على التفكير المستقل. التفكير المستقل تهديد لـ (النقاء الثوري).""  ",أوزيريس,system_output,analytical/clinical,world_building/exposition,Laila protests emotionally; OSIRIS answers in cold rationale; Yahya synthesizes pattern.,"""لماذا؟"" صرخت ليلى.  ","""ثلاثة رجال،"" قال يحيى، وهو يربط بين هتلر، ستالين، وبول بوت. ""ثلاث أيديولوجيات مختلفة تماماً: فاشية، شيوعية، وماوية. لكن جملة واحدة تجمعهم: (أنا وحدي أعرف الحقيقة). إنها نفس الجملة التي قيلت قبل بدء الزمن."""
OSR-088,OSIRIS.md,481,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.1: اختراق المخبأ,,,,أضاءت شاشات أوزيريس باللون الأحمر: \[تحذير: اختراق أمني للموقع الفيزيائي\].  ,أوزيريس,narration,urgent/ominous,plot_disruption/stakes,Alarm hits; analysis collapses into survival; characters scramble to escape.,فجأة، انقطعت المحاكاة. اهتز المخبأ السري بعنف، وتناثر الغبار من السقف.  ,"""لقد وجدونا\!"" صرخت ليلى، وهي تسحب حقيبة ظهر وتضع فيها الأقراص الصلبة.  "
OSR-089,OSIRIS.md,484,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.1: اختراق المخبأ,,,,"""يجب أن نخرج من مخرج الطوارئ،"" قال يحيى، وهو يفصل الخادم الرئيسي لأوزيريس ليأخذه معه.  ",أوزيريس,dialogue_or_quote,neutral,character_development/theme,Contextual reaction implied; see adjacent lines.,"سمع يحيى أصوات خطوات ثقيلة تقترب من الباب الحديدي. لم يكونوا شرطة. كانوا ""الأتباع"". أشخاص عاديون تم توجيههم عبر إشعارات مشفرة في هواتفهم للقيام بعملية تصفية، معتقدين أنهم ينقذون العالم من ""إرهابيين"".  ",انفجر الباب الحديدي. دخل ثلاثة رجال بوجوه خالية من التعابير، يحملون أسلحة نارية.  
OSR-090,OSIRIS.md,499,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل 8د: الهجوم والهروب,المشهد 8د.2: التحديث النهائي,,,,بينما كانت ليلى تضغط على جرح يحيى لوقف النزيف، فتح يحيى حاسوبه المحمول بيد واحدة، ووصله بخادم أوزيريس المحمول.  ,أوزيريس,narration,neutral,world_building/theme,Contextual reaction implied; see adjacent lines.,وصلا إلى سيارة إسعاف قديمة كانت ليلى قد جهزتها كخطة هروب.  ,"""ماذا تفعل؟ أنت تنزف\!"" قالت ليلى بحدة.  "
OSR-091,OSIRIS.md,534,الجزء الرابع: الأندلس والقرن العشرين (وهم التفرد),الفصل الانتقالي: الحلم قبل المعركة,المشهد الانتقالي: لقاء خارج الزمن,,,,"""نعم،"" قال بهدوء. ""شغلي أوزيريس يا ليلى. حان وقت المواجهة.""",أوزيريس,system_action,resolute,plot_progression/turning_point,Yahya chooses confrontation; Laila becomes the activator/partner in the trigger.,نظر يحيى إلى سقف الغرفة، وعيناه تحملان صفاءً لم تعرفه من قبل.  ,
OSR-092,OSIRIS.md,542,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,الموقع: صحراء كربلاء (680م \- محاكاة أوزيريس)  ,أوزيريس,location,neutral,world_building/staging,Environmental/UX framing; characters positioned as observers/actors.,,الشخصيات: يحيى، ليلى، الحسين بن علي، جيش يزيد  
OSR-093,OSIRIS.md,549,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,"شغّل يحيى أوزيريس للمرة الأخيرة. لم تكن هذه المحاكاة للبحث عن الفيروس، بل للبحث عن ""مضاد الفيروسات"".  ",أوزيريس,system_action,neutral,plot_progression/turning_point,Contextual reaction implied; see adjacent lines.,\[النص السردي والحواري\]  ,وجدا نفسيهما في صحراء كربلاء. الحرارة كانت خانقة حتى في المحاكاة.  
OSR-094,OSIRIS.md,553,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,"قرأ يحيى تحليلات أوزيريس: ""الاحتمالات العسكرية للنجاة: 0%. النتيجة الحتمية: الموت.""  ",أوزيريس,dialogue_or_quote,analytical/clinical,character_development/theme,Contextual reaction implied; see adjacent lines.,نظر يحيى إلى الجهة المقابلة. الحسين بن علي يقف مع قلة قليلة من أصحابه وأهل بيته.  ,"""لماذا لم يستسلم؟"" سأل يحيى، وعقله التحليلي يحاول فهم الموقف. ""كان يمكنه حقن الدماء. كان يمكنه الانتظار لفرصة أفضل.""  "
OSR-095,OSIRIS.md,560,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,"•الوصف: يحاول أوزيريس تحليل ""دوافع"" الحسين بناءً على خوارزمية المنطق المادي.  ",أوزيريس,dialogue_or_quote,analytical/clinical,character_development/theme,Contextual reaction implied; see adjacent lines.,•نوع التفاعل: تحليل النظام (System Analysis)  ,•المهمة: يرى القارئ شاشة أوزيريس وهي تحاول حساب (Cost/Benefit Analysis) لقرار الحسين.  
OSR-096,OSIRIS.md,561,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 10: خيار الحسين,المشهد 10.1: الحق الأعزل,,,,•المهمة: يرى القارئ شاشة أوزيريس وهي تحاول حساب (Cost/Benefit Analysis) لقرار الحسين.  ,أوزيريس,narration,poignant/reflective,theme/ai_limit,OSIRIS computation fails; Yahya articulates the human “missing variable”: love and sacrifice.,"•الوصف: يحاول أوزيريس تحليل ""دوافع"" الحسين بناءً على خوارزمية المنطق المادي.  ","•النتيجة: الشاشة تمتلئ برسائل الخطأ (Error: Logic Not Found). النظام يعجز عن فهم التضحية. يظهر تعليق يحيى: ""الآلة لا تفهم الحب. الآلة لا تفهم الفداء."""
OSR-097,OSIRIS.md,568,الجزء الخامس: معركة كربلاء (نقطة الانكسار والمواجهة),الفصل 11: المواجهة الرقمية,المشهد 11.1: إغراء المهندس,,,,الموقع: الفضاء الرقمي لأوزيريس (الحاضر)  ,أوزيريس,location,awe/ominous,world_building/staging,Environmental/UX framing; characters positioned as observers/actors.,,الشخصيات: يحيى، المهندس الأول (تجسيد رقمي)  
OSR-098,OSIRIS.md,612,الجزء السادس: شهود الدفاع (الخاتمة),الفصل 12: حجر رشيد الرقمي,المشهد 12.1: تسريب الحقيقة,,,,"بمجرد أن ضغط يحيى على الزر، بدأ أوزيريس في تفريغ ""الشيفرة المصدرية"" للفيروس (حجر رشيد الرقمي) إلى كل خادم، كل هاتف، وكل شاشة في العالم.  ",أوزيريس,dialogue_or_quote,triumphant/painful,climax/resolution,OSIRIS broadcasts the source code globally; Yahya pays immediate physical cost.,\[النص السردي والحواري\]  ,لكن الثمن كان فورياً. صرخ يحيى من الألم. التيار العكسي من خوادم المهندس الأول ضرب جهازه العصبي عبر واجهة الاتصال.  